OBJECTID,STATE_CODE,STRUCTURE_,RECORD_TYP,ROUTE_PREF,SERVICE_LE,ROUTE_NUMB,DIRECTION_,HIGHWAY_DI,COUNTY_COD,PLACE_CODE,FEATURES_D,CRITICAL_F,FACILITY_C,LOCATION_0,MIN_VERT_C,KILOPOINT_,BASE_HWY_N,LRS_INV_RO,SUBROUTE_N,LAT_016,LONG_017,DETOUR_KIL,TOLL_020,MAINTENANC,OWNER_022,FUNCTIONAL,YEAR_BUILT,TRAFFIC_LA,TRAFFIC__1,ADT_029,YEAR_ADT_0,DESIGN_LOA,APPR_WIDTH,MEDIAN_COD,DEGREES_SK,STRUCTURE1,RAILINGS_0,TRANSITION,APPR_RAIL_,APPR_RAIL1,HISTORY_03,NAVIGATION,NAV_VERT_C,NAV_HORR_C,OPEN_CLOSE,SERVICE_ON,SERVICE_UN,STRUCTUR_1,STRUCTUR_2,APPR_KIND_,APPR_TYPE_,MAIN_UNIT_,APPR_SPANS,HORR_CLR_M,MAX_SPAN_L,STRUCTUR_3,LEFT_CURB_,RIGHT_CURB,ROADWAY_WI,DECK_WIDTH,VERT_CLR_O,VERT_CLR_U,VERT_CLR_1,LAT_UND_RE,LAT_UND_MT,LEFT_LAT_U,SUPERSTRUC,SUBSTRUCTU,CHANNEL_CO,CULVERT_CO,OPR_RATING,OPERATING_,INV_RATING,INVENTORY_,STRUCTURAL,DECK_GEOME,UNDCLRENCE,POSTING_EV,WATERWAY_E,APPR_ROAD_,WORK_PROPO,WORK_DONE_,IMP_LEN_MT,DATE_OF_IN,INSPECT_FR,FRACTURE_0,UNDWATER_L,SPEC_INSPE,FRACTURE_L,UNDWATER_1,SPEC_LAST_,BRIDGE_IMP,ROADWAY_IM,TOTAL_IMP_,YEAR_OF_IM,OTHER_STAT,OTHER_ST_1,OTHR_STATE,STRAHNET_H,PARALLEL_S,TRAFFIC_DI,TEMP_STRUC,HIGHWAY_SY,FEDERAL_LA,YEAR_RECON,DECK_STRUC,SURFACE_TY,MEMBRANE_T,DECK_PROTE,PERCENT_AD,NATIONAL_N,PIER_PROTE,BRIDGE_LEN,SCOUR_CRIT,FUTURE_ADT,YEAR_OF_FU,MIN_NAV_CL,FED_AGENCY,SUBMITTED_,BRIDGE_CON_SHORT,DECK_COND_CODE,LOWEST_RAT,DECK_AREA,STATUS,DATE,LATDD,LONGDD,BRIDGE_CON,DECK_CON
539,12,720641,1,1,7,295,0,2,31,35000,I-95/I-295/RAMPS,0,I-295 SB TO I-95NB,I-295 SB TO I-95 NB,99.99,0.399,0,72001116,0,30100400,81333200,1,3,1,1,11,2005,2,17,17000,2021,6,12,0,0,0,1,1,1,1,5,N,0,0,A,7,1,6,21,0,0,18,0,12,67.5,1089.4,0,0,12,13,99.99,H,5.36,H,3,1.9,7,7,N,N,3,39.6,3,30.4,7,9,4,5,N,8, , ,0,122,24,N,N,Y12, , ,123,0,0,0,0, ,0, ,1,N,1, ,1,0,0,1,0,0,0,13,1, ,Y,N,29495,2043,0,N,12,G,7,7,14162.2,ST,723,30.167778,-81.558889,Good,Good
540,12,720642,1,4,1,0,0,2,31,35000,I-95 (SR-9),0,GREENLAND RD.,GREENLAND RD. / I-95,99.99,0,0,72000129,0,30094259,81330792,1,3,1,1,17,2004,5,10,20000,2021,6,13.9,0,24,0,1,1,1,1,5,N,0,0,A,5,1,5,6,0,0,4,0,21.3,36.1,125.8,1.8,1.8,21.3,26.4,99.99,H,5.22,H,7,3.4,7,7,N,N,1,84.1,1,50.4,7,5,6,5,N,8, , ,0,122,24,N,N,N, , , ,0,0,0,0, ,0, ,0,N,2, ,0,0,0,1,0,0,0,13,0, ,Y,N,34700,2043,0,N,12,G,7,7,3321.12,ST,723,30.161831,-81.5522,Good,Good
541,12,720643,1,1,1,10,0,2,31,35000,STOCKTON ST,0,I-10 (SR-8) WB,I-10 WB OVER STOCKTON ST.,99.99,33.745,1,72270000,0,30191501,81412793,1,3,1,1,11,2009,6,4,68250,2021,5,31.7,0,0,0,1,1,1,1,5,N,0,0,A,1,1,5,2,0,0,2,0,24.4,29.9,56.1,0,0,32.3,34.1,99.99,H,5.47,H,1.5,0.8,7,8,N,N,1,54.9,1,40.2,7,9,4,5,N,8, , ,0,122,24,N,N,N, , , ,0,0,0,0, ,0, ,1,L,1, ,1,0,0,1,0,0,0,6,1, ,Y,N,118414,2043,0,N,12,G,7,7,1913.01,ST,723,30.320836,-81.691092,Good,Good
542,12,720644,1,1,7,10,0,2,31,35000,I-95 NB & SB & I-10 EB,0,I-10 EB TO FOREST,I-10 EB/FOREST ST/I-95 NB,5.26,0.607,0,72020180,0,30191510,81405390,1,3,1,1,11,2010,5,7,17500,2021,5,20.9,0,99,1,1,1,1,1,5,N,0,0,A,1,1,4,2,0,0,9,0,20.7,74.7,434.3,0,0,20.7,24.4,5.63,H,5.12,H,2.9,3.1,7,7,N,N,1,54.4,1,32.7,7,5,3,5,N,6, , ,0,722,24,N,N,N, , , ,0,0,0,0, ,0, ,1,N,1, ,1,0,0,1,0,0,0,6,1, ,Y,N,30362,2043,0,N,12,G,7,7,10596.92,ST,723,30.320861,-81.681639,Good,Good
543,12,720645,1,1,7,10,0,2,31,35000,I-95 NB & SB (SR-9),0,I-10WB FROM I-95NB,I-10 WB/I-95 NB,5.64,0.011,0,72270214,0,30190730,81404840,3,3,1,1,11,2009,2,21,38000,2021,6,11.9,0,99,1,1,1,1,1,5,N,0,0,A,7,1,4,2,5,2,9,4,11.9,79.5,787.9,0,0,11.9,13,5.64,H,5.3,H,3,3,7,7,N,N,3,38.9,3,30,7,9,4,5,N,5, , ,0,922,24,N,N,N, , , ,0,0,0,0, ,0, ,3,N,1, ,1,0,0,1,0,0,0,6,1, ,Y,N,65930,2043,0,N,12,G,8,7,10242.7,ST,723,30.318694,-81.680111,Good,Good
544,12,720647,1,1,7,10,0,2,31,35000,I-95 & FOREST ST.,0,I-10EB TO I-95NB,I-10 EB/I-95 NB,7.19,0.1,0,72020183,0,30191720,81405420,3,3,1,1,11,2009,1,12,25500,2021,5,13.4,0,99,0,1,1,1,1,5,N,0,0,A,1,1,4,2,0,0,8,0,13.4,77.7,448.1,0,0,13.4,14.3,7.21,H,4.95,H,3,3.1,8,7,N,N,1,54.9,1,33,7,9,4,5,N,8, , ,0,922,24,N,N,N, , , ,0,0,0,0, ,0, ,1,N,1, ,1,0,0,1,0,0,0,6,1, ,Y,N,44242,2043,0,N,12,G,7,7,6407.83,ST,723,30.321444,-81.681722,Good,Good
545,12,720649,1,1,7,95,0,2,31,35000,RAMP FROM FOREST ST,0,I-95 SB,I-95 SB/I-10 WB,4.94,0.011,0,72020184,0,30192237,81405344,5,3,1,1,11,2009,1,2,800,2021,5,8.5,0,0,0,1,1,1,1,5,N,0,0,A,1,1,4,2,0,0,3,0,8.5,51.2,128.6,0,0,8.5,9.4,99.99,H,5.12,H,3,0.7,8,8,N,N,1,57.8,1,34.7,8,9,6,5,N,8, , ,0,922,24,N,N,N, , , ,0,0,0,0, ,0, ,1,N,1, ,1,0,0,1,0,0,0,13,1, ,Y,N,1388,2043,0,N,12,G,8,8,1208.84,ST,723,30.322881,-81.681511,Good,Good
546,12,720650,1,1,7,95,0,2,31,35000,FOREST STREET,0,I-95 SB TO I-10 WB,I-95 SB/I-10 WB,5.33,0.74,0,72270210,0,30193250,81404980,3,3,1,1,11,2009,2,5,36500,2021,5,20.7,0,99,1,1,1,1,1,5,0,0,0,A,6,6,5,2,0,0,11,0,20.7,47.9,455.1,0,0,20.7,21.6,5.33,H,11.13,H,7.3,0,8,8,8,N,1,60.4,1,32.9,8,9,9,5,N,8, , ,0,922,24,N,N,N, , , ,0,0,0,0, ,0, ,1,N,1, ,1,0,0,1,0,0,0,6,1, ,Y,9,63328,2043,0,N,12,G,7,7,9830.16,ST,723,30.325694,-81.6805,Good,Good
547,12,720651,1,1,7,95,0,2,31,35000,FOREST STREET,0,I-95 SB,I-95 SB RAMP TO I-10 WB,99.99,4.324,0,72020000,0,30192432,81405051,1,3,1,1,11,2010,3,7,74000,2021,5,26.5,0,0,1,1,1,1,1,5,N,0,0,A,1,1,5,2,0,0,1,0,26.2,46.4,46.4,0,0,26.5,30.6,99.99,H,5.26,H,6,30.4,7,8,N,N,1,66,1,46.2,7,9,9,5,N,8, , ,0,422,24,N,N,N, , , ,0,0,0,0, ,0, ,1,L,1, ,1,0,0,1,0,0,0,10,1, ,Y,N,128390,2043,0,N,12,G,8,7,1419.84,ST,723,30.323422,-81.680697,Good,Good
548,12,720652,1,1,1,95,0,2,31,35000,FOREST STREET,0,I-95 NB (SR-9),I-95  NB OVER FOREST ST.,99.99,4.324,1,72020000,0,30192443,81404988,1,3,1,1,11,2010,2,7,74000,2021,5,13.4,0,0,0,1,1,1,1,5,N,0,0,A,1,1,5,2,0,0,1,0,13.4,46.4,46.4,0,0,13.4,14.3,99.99,H,5.33,H,6,0,7,7,N,N,1,53.2,1,45,7,9,9,5,N,8, , ,0,422,24,N,N,N, , , ,0,0,0,0, ,0, ,1,R,1, ,1,0,0,1,0,0,0,10,1, ,Y,N,128390,2043,0,N,12,G,8,7,663.52,ST,723,30.323453,-81.680522,Good,Good
549,12,720654,1,1,7,95,0,2,31,35000,FOREST STREET,0,I-95 NB,I-95 NB (RAMP F)/FOREST,99.99,0.15,0,72020187,0,30192398,81404836,1,3,1,1,11,2007,1,7,2700,2021,5,8.2,0,0,0,1,1,1,1,5,N,0,0,A,1,1,5,2,0,0,1,0,8.1,46.3,46.3,0,0,8.2,9.1,99.99,H,5.31,H,6,30.4,7,7,N,N,1,65.3,1,45.7,7,9,9,5,N,8, , ,0,722,24,N,N,N, , , ,0,0,0,0, ,0, ,1,N,1, ,1,0,0,1,0,0,0,13,1, ,Y,N,4684,2043,0,N,12,G,7,7,421.33,ST,723,30.323328,-81.6801,Good,Good
550,12,720655,1,1,7,95,0,2,31,35000,FOREST STREET,0,I-95 NB CD,I-95 CD OVER FORREST ST.,99.99,1.16,0,72020180,0,30192358,81404755,1,3,1,1,11,2008,4,7,17500,2021,5,25.8,0,0,1,1,1,1,1,5,N,0,0,A,1,1,5,2,0,0,1,0,22.2,46.8,46.8,0,0,22.2,23,99.99,H,5.26,H,6.5,30.4,8,7,N,N,1,62.1,1,35.9,7,9,9,5,N,8, , ,0,122,24,N,N,N, , , ,0,0,0,0, ,0, ,1,N,1, ,1,0,0,1,0,0,0,6,1, ,Y,N,30362,2043,0,N,12,G,8,7,1076.4,ST,723,30.323217,-81.679875,Good,Good
551,12,720656,1,1,7,95,0,2,31,35000,ADAMS STREET,0,I-95 NB OFF RAMP,I-95 RAMP OVER ADAMS ST.,99.99,0.097,0,72020173,0,30195359,81402068,0,3,1,1,11,2009,2,4,1800,2021,5,12.2,0,0,0,1,1,1,1,5,N,0,0,A,1,1,5,2,0,0,1,0,12.2,22.4,22.4,0,0,12.2,13.3,99.99,H,5.27,H,2,1.6,7,8,N,N,1,52.3,1,32.7,7,9,4,5,N,8, , ,0,122,24,N,N,N, , , ,0,0,0,0, ,0, ,0,N,1, ,1,0,0,1,0,0,0,13,1, ,Y,N,3123,2043,0,N,12,G,8,7,297.92,ST,723,30.331553,-81.672411,Good,Good
552,12,720657,1,1,1,95,0,2,31,35000,MCCOYS CREEK,0,I-95 SB (SR-9),I-95 SB OVER MCCOYS CREEK,99.99,4.598,1,72020000,0,30193348,81404665,1,3,1,1,11,2010,3,0,74000,2021,5,17.8,0,16,1,1,1,1,1,5,0,0,0,A,1,5,5,2,0,0,3,0,17.4,39.4,112.1,0,0,25.6,28.2,99.99,N,0,N,0,0,7,7,7,N,1,67.8,1,50.2,7,9,N,5,7,8, , ,0,821,24,N,N,N, , , ,0,0,0,0, ,0, ,1,L,1, ,1,0,0,1,0,0,0,10,1, ,Y,5,128390,2043,0,N,12,G,7,7,3161.22,ST,723,30.325967,-81.679625,Good,Good
553,12,720658,1,1,1,95,0,2,31,35000,MCCOYS CREEK,0,I-95 NB (SR-9),I-95 NB OVER MCCOYS CREEK,99.99,4.598,1,72020000,0,30193366,81404572,1,3,1,1,11,2009,3,0,74000,2021,5,27.1,0,0,0,1,1,1,1,5,0,0,0,A,1,5,5,2,0,0,3,0,20.2,39.4,112.2,0,0,20.2,21.9,99.99,N,0,N,0,0,7,7,7,N,1,52.2,1,43,7,9,N,5,7,8, , ,0,821,24,N,N,N, , , ,0,0,0,0, ,0, ,1,R,1, ,1,0,0,1,0,0,0,10,1, ,Y,5,128390,2043,0,N,12,G,7,7,2457.18,ST,723,30.326017,-81.679367,Good,Good
554,12,720659,1,1,7,95,0,2,31,35000,MCCOYS CREEK,0,I-95 NB,I-95 NB OVER MCCOYS CREEK,99.99,1.445,0,72020180,0,30193351,81404492,1,3,1,1,11,2008,4,0,17500,2021,5,29.3,0,0,1,1,1,1,1,5,0,0,0,A,1,5,5,2,0,0,3,0,21.1,39.2,111.5,0,0,21.1,22.8,99.99,N,0,N,0,0,7,7,8,N,1,68.6,1,45.7,7,9,N,5,7,8, , ,0,122,24,N,N,N, , , ,0,0,0,0, ,0, ,1,N,1, ,1,0,0,1,0,0,0,6,1, ,Y,5,30362,2043,0,N,12,G,7,7,2542.2,ST,723,30.325975,-81.679144,Good,Good
555,12,720660,1,2,1,1,0,2,31,35000,RIBAULT RIVER,0,US-1 NB (SR-15),US-1 OVER RIBAULT RIVER,99.99,8.518,1,72080000,0,30223077,81433610,2,3,1,1,14,1997,2,0,12000,2021,5,8.9,0,50,0,1,1,1,1,5,0,0,0,A,1,5,2,1,0,0,7,0,10.3,8.9,60.4,0,1.7,10.3,13,99.99,N,0,N,0,0,7,7,7,N,1,77.7,1,46.6,7,5,N,5,8,8, , ,0,622,24,N,Y23,N, ,622, ,0,0,0,0, ,0, ,0,R,1, ,1,0,0,1,0,0,0,11,0, ,Y,8,20820,2043,0,N,12,G,7,7,785.2,AM,1202,30.374708,-81.726653,Good,Good
556,12,720661,1,2,1,1,0,2,31,35000,LITTLE TROUT RIVER,0,US-1 NB (SR-15),US-1 OVER LTL.TROUT RIVER,99.99,16.357,1,72080000,0,30261783,81454854,2,3,1,1,14,1997,2,0,15000,2021,5,9.1,0,20,0,1,0,1,1,5,0,0,0,A,1,5,2,1,0,0,6,0,12,7,40.7,0,0,12,12.9,99.99,N,0,N,0,0,7,7,7,N,1,84.6,1,50.8,7,7,N,5,8,8, , ,0,822,24,N,Y24,N, ,822, ,0,0,0,0, ,0, ,0,R,1, ,1,0,0,1,0,0,0,11,0, ,Y,5,26025,2043,0,N,12,G,7,7,525.03,MM,403,30.43835,-81.763522,Good,Good
557,12,720662,1,2,1,1,0,2,31,35000,THOMAS CREEK,0,US-1 SB (SR-15),US-1 OVER THOMAS CREEK,99.99,24.303,1,72080000,0,30302069,81473011,2,3,1,1,14,1998,2,0,7600,2021,5,9.5,0,0,0,1,1,1,1,5,0,0,0,A,1,5,2,1,0,0,12,0,11.9,7,85,0,0,11.9,13,99.99,N,0,N,0,0,7,6,5,N,1,85.2,1,51.2,6,7,N,5,8,8, , ,0,722,24,N,N,N, , , ,0,0,0,0, ,0, ,0,L,1, ,1,0,0,1,0,0,0,11,0, ,Y,5,13186,2043,0,N,12,F,7,6,1105,MM,603,30.504603,-81.791303,Fair,Good
558,12,720663,1,2,1,1,0,2,31,35000,THOMAS CREEK,0,US-1 NB (SR-15),US-1 OVER THOMAS CREEK,99.99,24.303,1,72080000,0,30302074,81472958,2,3,1,1,14,1998,2,0,7600,2021,5,9.4,0,0,0,1,1,1,1,5,0,0,0,A,1,5,2,1,0,0,12,0,12,7,85,0,0,12,13,99.99,N,0,N,0,0,7,7,5,N,1,85.2,1,51.2,7,7,N,5,8,8, , ,0,722,24,N,N,N, , , ,0,0,0,0, ,0, ,0,R,1, ,1,0,0,1,0,0,0,11,0, ,Y,5,13186,2043,0,N,12,G,7,7,1105,AM,1202,30.504589,-81.791172,Good,Good
559,12,720664,1,2,1,90,0,2,31,35000,CSXRR,0,US-90 (SR-10),US-90 OVER CSXRR,99.99,31.875,0,72010000,0,30200565,81410903,2,3,1,1,16,2001,4,0,18100,2021,5,12.1,2,99,0,1,N,N,N,5,N,0,0,A,5,2,4,2,5,2,2,5,26.7,51.8,230.2,2,2,22.5,27.7,99.99,R,8.23,R,3.3,0,7,7,N,N,1,55.9,1,33.6,7,9,4,5,N,6, , ,0,222,24,N,N,N, , , ,0,0,0,0, ,0, ,0,N,2, ,0,0,0,1,0,0,0,14,0, ,Y,N,31404,2043,0,N,12,G,7,7,6376.54,ST,723,30.334903,-81.685842,Good,Good
560,12,720668,1,1,1,295,0,2,31,35000,US-1 AND FECRR,0,I-295 SB (SR-9A),0.7 MI. E. OF I-95,99.99,39.719,1,72002000,0,30100243,81322874,1,3,1,1,11,2004,4,8,26000,2021,6,30.2,0,17,0,1,1,1,1,5,N,0,0,A,1,4,5,2,0,0,7,0,20.7,38.9,272.4,0,0,20.7,22.6,99.99,H,5.77,H,8.7,3.3,8,7,N,N,1,80.3,1,48.2,7,6,7,5,N,8, , ,0,821,24,N,N,N, , , ,0,0,0,0, ,0, ,1,R,1, ,1,0,0,1,0,0,0,12,1, ,Y,N,45110,2043,0,N,12,G,7,7,6156.24,ST,723,30.167342,-81.541317,Good,Good
561,12,720669,1,1,1,295,0,2,31,35000,US-1 AND FECRR,0,I-295 NB (9A),0.7 MI. E. OF I-95,99.99,39.701,1,72002000,0,30100148,81322768,1,3,1,1,11,2004,4,8,26000,2021,6,21.6,0,17,0,1,1,1,1,5,N,0,0,A,1,4,5,2,0,0,7,0,20.7,39,272.7,0,0,20.7,21.6,99.99,H,5.89,H,8.7,3.3,8,7,N,N,1,80.3,1,48.2,7,6,7,5,N,8, , ,0,821,24,N,N,N, , , ,0,0,0,0, ,0, ,1,L,1, ,1,0,0,1,0,0,0,12,1, ,Y,N,45110,2043,0,N,12,G,8,7,5890.32,ST,723,30.167078,-81.541022,Good,Good
562,12,720670,1,3,1,21,0,2,31,35000,CEDAR RIVER,0,SR-21 S.B.,SR-21 SB OVER CEDAR RIVER,99.99,9.485,1,72170000,0,30162300,81440100,2,3,1,1,14,2002,3,0,17143,2021,6,12.6,0,0,0,1,N,N,N,5,1,4.7,9.6,A,5,5,5,2,0,0,10,0,15.2,20.1,201.2,1.9,0,13.2,16.2,99.99,N,0,N,0,0,7,7,7,N,1,75.1,1,45.1,7,5,N,5,8,8, , ,0,321,24,N,Y23,N, ,223, ,0,0,0,0, ,0, ,0,L,1, ,1,0,0,1,0,0,0,3,0,1,Y,5,29743,2043,0,N,12,G,7,7,3259.44,ST,723,30.273056,-81.733611,Good,Good
563,12,720674,1,3,1,228,0,2,31,35000,CSXRR,0,SR-228,SR-228/CSXRR AT MAXVILLE,99.99,0.198,1,72120201,0,30120474,82004736,13,3,1,1,14,2001,2,0,6000,2021,6,10,0,99,0,1,1,1,1,5,N,0,0,A,1,2,5,2,0,0,3,0,12,33.8,87,0,0,12,12.9,99.99,R,7.16,R,7.5,0,7,8,N,N,1,74.9,1,45,7,5,9,5,N,6, , ,0,222,24,N,N,N, , , ,0,0,0,0, ,0, ,0,N,2, ,1,0,0,1,0,0,0,16,0, ,Y,N,10410,2043,0,N,12,G,7,7,1122.3,ST,723,30.201317,-82.013156,Good,Good
564,12,720675,1,3,1,116,0,2,31,35000,GREENFIELD CREEK,0,SR-116 E.B. & W.B.,WONDERWOOD/GREENFIELD CRK,99.99,9.399,0,72193000,0,30212988,81273468,11,3,1,1,16,2003,4,2,25000,2021,6,21.3,3,99,0,1,0,1,1,5,1,0.3,0.3,A,5,6,5,2,0,0,10,0,11.9,42.7,426.7,1.8,0,23.8,27.7,99.99,H,6,H,5.3,0,7,7,6,N,1,59.3,1,37.2,7,9,9,5,8,8, , ,0,322,24,N,Y22,N, ,322, ,0,0,0,0, ,0, ,0,N,2, ,0,0,0,1,0,0,0,5,0,1,Y,5,43375,2043,0,N,12,G,7,7,11819.59,ST,723,30.3583,-81.459633,Good,Good
565,12,720678,1,2,1,90,0,2,31,35000,BRANDY BRANCH,0,US-90 (SR-10),3.3 MI. E. OF US-301 N.,99.99,9.524,0,72010000,0,30182519,81550100,3,3,1,1,16,2001,2,0,6000,2021,6,10.2,0,0,0,N,N,N,N,5,0,0,0,A,1,5,1,19,0,0,4,0,12.8,3,13.9,0,0,0,0,99.99,N,0,N,0,0,N,N,7,7,1,60.1,1,36.1,7,N,N,5,8,8, , ,0,1021,24,N,N,N, , , ,0,0,0,0, ,0, ,0,N,2, ,0,0,0,N,N,N,N,14,0, ,Y,8,10410,2043,0,N,12,G,N,7,141.78,ST,723,30.306997,-81.916944,Good,N/A
566,12,720679,1,2,1,90,0,2,31,35000,MCGIRTS CREEK,0,US-90 (SR-10),7 MI. E. OF US-301 N.,99.99,15.455,0,72010000,0,30184842,81512029,3,3,1,1,16,2001,2,0,7800,2021,6,10.3,0,0,0,1,1,1,1,5,0,0,0,A,1,5,1,1,0,0,4,0,12,10,38.7,0,0,12,13,99.99,N,0,N,0,0,7,7,7,N,1,71.4,1,42.8,7,5,N,5,8,8, , ,0,222,24,N,N,N, , , ,0,0,0,0, ,0, ,0,N,2, ,0,0,0,1,0,0,0,14,0, ,Y,5,13533,2043,0,N,12,G,7,7,503.1,ST,723,30.31345,-81.855636,Good,Good
567,12,720680,1,3,1,116,0,2,31,35000,PUCKETT CREEK,0,SR-116 W.B.,WONDERWD./PUCKETT CK.,99.99,13.208,0,72193000,0,30215934,81252289,1,3,1,1,16,2001,2,0,8000,2021,6,9.1,0,0,0,1,0,1,1,5,0,0,0,A,5,5,5,2,0,0,2,0,11.1,22.4,44.7,1.5,0,9.6,12.1,99.99,N,0,N,0,0,8,8,7,N,1,71.9,1,43.1,8,4,N,5,8,8, , ,0,1122,24,N,Y24,N, ,1122, ,0,0,0,0, ,0, ,0,L,1, ,0,0,0,1,0,0,0,2,0, ,Y,5,13880,2043,0,N,12,G,7,7,540.87,ST,723,30.366483,-81.423025,Good,Good
568,12,720681,1,3,1,116,0,2,31,35000,PUCKETT CREEK,0,SR-116 E.B.,WONDERWD./PUCKETT CK.,99.99,13.208,1,72193000,0,30215861,81252280,1,3,1,1,16,2001,2,0,8000,2021,6,9.2,0,0,0,1,0,1,1,5,0,0,0,A,5,5,5,2,0,0,2,0,11.1,22.4,44.7,0,1.4,9.6,12.1,99.99,N,0,N,0,0,7,8,7,N,1,71.9,1,43.1,7,4,N,5,8,8, , ,0,1122,24,N,Y24,N, ,1122, ,0,0,0,0, ,0, ,2,R,1, ,1,0,0,1,0,0,0,2,0, ,Y,5,13880,2043,0,N,12,G,7,7,540.87,ST,723,30.366281,-81.423,Good,Good
569,12,720682,1,1,7,295,0,2,31,35000,SWEETWATER CREEK,0,I-295 & US-1 RAMP,0.2 MI. N. US-1,99.99,0.227,1,72002109,0,30100892,81321931,3,3,1,1,11,2001,2,0,4700,2021,4,20.8,1,38,0,N,N,N,N,5,0,0,0,A,1,5,1,19,0,0,4,0,15.2,2.9,14.6,0,0,0,0,99.99,N,0,N,0,0,N,N,7,6,1,55.8,1,33.5,6,N,N,5,8,6, , ,0,1022,24,N,N,N, , , ,0,0,0,0, ,0, ,1,N,2, ,1,0,0,N,N,N,N,13,1, ,Y,8,8154,2043,0,N,12,F,N,6,303.68,ST,723,30.169144,-81.538697,Fair,N/A
570,12,720683,1,3,7,10,0,2,31,2400,SR-10,0,SR-10 EB TO A1A NB,SR-10 EB/SR-10 to A1A NB,99.99,0.383,0,72100173,0,30192795,81251286,0,3,1,1,14,2000,1,11,8600,2021,5,7.1,0,99,0,1,1,1,1,5,N,0,0,A,1,1,4,2,0,0,9,0,8,60,455,0,0,8,8.4,99.99,H,4.88,H,0.8,1.1,6,7,N,N,1,49.6,1,29.8,6,9,3,5,N,6, , ,0,123,24,N,N,N, , , ,0,0,0,0, ,0, ,0,N,1, ,1,0,0,1,0,0,0,13,0, ,Y,N,14921,2042,0,N,12,F,7,6,3822,ST,723,30.324431,-81.420239,Fair,Good
571,12,720685,1,3,7,113,0,2,31,35000,SR-10A SERVICE RD.,0,SR-113 SB,SR-113 SB TO ARLINGTON EX,30.45,0.224,0,72031009,0,30192694,81333980,3,3,1,1,12,2007,1,6,10000,2021,5,8.4,0,0,0,1,1,1,1,5,N,0,0,A,1,1,4,6,0,0,2,0,9.9,76.5,128,0,0,9.9,10.8,30.45,H,5.75,H,2.8,0,7,7,N,N,1,67,1,40.1,7,9,4,5,N,8, , ,0,1221,24,Y24,N,N,1221, , ,0,0,0,0, ,0, ,0,N,1, ,1,0,0,1,0,0,0,13,0, ,Y,N,17350,2043,0,N,12,G,7,7,1382.4,ST,723,30.32415,-81.561056,Good,Good
572,12,720686,1,3,7,115,0,2,31,35000,(SR-10A) ARLINGTON EXWY.,0,SR115SB TO SR113NB,SR-115 TO SR-113 RAMP,30.45,0.248,0,72031010,0,30192478,81333710,3,3,1,1,12,2007,1,12,11000,2021,5,8.1,0,0,0,1,1,1,1,5,N,0,0,A,1,1,4,6,0,0,5,0,8.1,113.4,473,0,0,9.3,10.2,30.45,H,5.57,H,2.8,7.4,7,7,N,N,1,63.3,1,37.8,7,9,3,5,N,8, , ,0,1221,24,Y24,N,N,1221, , ,0,0,0,0, ,0, ,0,N,1, ,1,0,0,1,0,0,0,13,0, ,Y,N,19085,2043,0,N,12,G,7,7,4824.6,ST,723,30.32355,-81.560306,Good,Good
573,12,720687,1,2,1,17,0,2,31,35000,INCONSTANTION CREEK,0,US-17 (SR-5),US-17/ INCONSTANTION CRK.,99.99,14.14,1,72060000,0,30331821,81371443,6,3,1,1,14,2001,2,0,17800,2021,6,10.4,0,0,0,1,0,1,1,5,0,0,0,A,1,5,1,1,0,0,5,0,13.2,10.6,52.4,0,0,13.2,14.2,99.99,N,0,N,0,0,7,7,7,N,1,69.5,1,41.7,7,5,N,5,8,8, , ,0,622,24,N,N,N, , , ,0,0,0,0, ,0, ,0,N,2, ,1,0,0,1,0,0,0,7,0, ,Y,5,30883,2042,0,N,12,G,7,7,744.08,ST,723,30.555058,-81.620675,Good,Good
574,12,720689,1,3,1,116,0,2,31,35000,MT. PLEASANT CREEK,0,SR-116 EB,0.1 Mi. W Of Hammock Cir,99.99,8.703,1,72193000,0,30213000,81280100,2,3,1,1,16,2004,2,0,12000,2021,6,9.3,0,0,0,1,1,1,1,5,1,2.8,11.2,A,5,5,5,2,0,0,14,0,9.6,23.2,324.3,0,1.4,9.6,12.1,99.99,N,0,N,0,0,7,7,7,N,1,51.3,1,30.8,7,4,N,5,9,8, , ,0,721,24,N,Y23,N, ,721, ,0,0,0,0, ,0, ,2,R,1, ,1,0,0,1,0,0,0,3,0,1,Y,5,20820,2043,0,N,12,G,7,7,3924.03,ST,723,30.358333,-81.466944,Good,Good
575,12,720690,1,3,1,10,0,2,31,35000,SAN PABLO RIVER (IWW),0,SR-10 W.B.,SR-10 WB/SAN PABLO RIVER,99.99,20.736,1,72100000,0,30192533,81261677,1,3,1,1,14,2000,3,2,20750,2021,6,14.9,0,0,0,1,1,1,1,5,1,19.5,27.7,A,1,6,4,2,5,2,6,23,14.7,85.3,900.7,1.8,0,14.7,18.3,99.99,H,13.18,H,1.7,0,7,7,5,N,1,53.9,1,32.3,7,5,4,5,9,8, , ,0,1121,24,N,N,N, , , ,0,0,0,0, ,0, ,3,L,1, ,1,0,0,1,0,0,0,3,0,1,Y,5,36001,2043,0,N,12,G,7,7,16482.81,ST,723,30.323703,-81.437992,Good,Good
