OBJECTID,STATE_CODE,STRUCTURE_,RECORD_TYP,ROUTE_PREF,SERVICE_LE,ROUTE_NUMB,DIRECTION_,HIGHWAY_DI,COUNTY_COD,PLACE_CODE,FEATURES_D,CRITICAL_F,FACILITY_C,LOCATION_0,MIN_VERT_C,KILOPOINT_,BASE_HWY_N,LRS_INV_RO,SUBROUTE_N,LAT_016,LONG_017,DETOUR_KIL,TOLL_020,MAINTENANC,OWNER_022,FUNCTIONAL,YEAR_BUILT,TRAFFIC_LA,TRAFFIC__1,ADT_029,YEAR_ADT_0,DESIGN_LOA,APPR_WIDTH,MEDIAN_COD,DEGREES_SK,STRUCTURE1,RAILINGS_0,TRANSITION,APPR_RAIL_,APPR_RAIL1,HISTORY_03,NAVIGATION,NAV_VERT_C,NAV_HORR_C,OPEN_CLOSE,SERVICE_ON,SERVICE_UN,STRUCTUR_1,STRUCTUR_2,APPR_KIND_,APPR_TYPE_,MAIN_UNIT_,APPR_SPANS,HORR_CLR_M,MAX_SPAN_L,STRUCTUR_3,LEFT_CURB_,RIGHT_CURB,ROADWAY_WI,DECK_WIDTH,VERT_CLR_O,VERT_CLR_U,VERT_CLR_1,LAT_UND_RE,LAT_UND_MT,LEFT_LAT_U,SUPERSTRUC,SUBSTRUCTU,CHANNEL_CO,CULVERT_CO,OPR_RATING,OPERATING_,INV_RATING,INVENTORY_,STRUCTURAL,DECK_GEOME,UNDCLRENCE,POSTING_EV,WATERWAY_E,APPR_ROAD_,WORK_PROPO,WORK_DONE_,IMP_LEN_MT,DATE_OF_IN,INSPECT_FR,FRACTURE_0,UNDWATER_L,SPEC_INSPE,FRACTURE_L,UNDWATER_1,SPEC_LAST_,BRIDGE_IMP,ROADWAY_IM,TOTAL_IMP_,YEAR_OF_IM,OTHER_STAT,OTHER_ST_1,OTHR_STATE,STRAHNET_H,PARALLEL_S,TRAFFIC_DI,TEMP_STRUC,HIGHWAY_SY,FEDERAL_LA,YEAR_RECON,DECK_STRUC,SURFACE_TY,MEMBRANE_T,DECK_PROTE,PERCENT_AD,NATIONAL_N,PIER_PROTE,BRIDGE_LEN,SCOUR_CRIT,FUTURE_ADT,YEAR_OF_FU,MIN_NAV_CL,FED_AGENCY,SUBMITTED_,BRIDGE_CON_SHORT,DECK_COND_CODE,LOWEST_RAT,DECK_AREA,STATUS,DATE,LATDD,LONGDD,BRIDGE_CON,DECK_CON
502,12,720580,1,3,7,13,0,2,31,35000,RIVERSIDE AVE. & CSXRR,0,NB ACOSTA N. LEG G,SR-13NB/RIVERSIDE & CSXRR,5.22,0,0,72160008,0,30192914,81395772,1,3,1,1,16,1991,4,6,6100,2020,6,20.1,0,0,1,1,1,1,1,5,N,0,0,A,1,4,4,6,4,2,7,7,8.2,47.2,497.4,0,1.4,8.2,24.3,5.22,H,6.1,R,3,1.8,7,7,N,N,1,49,1,28.8,7,2,4,5,N,7, , ,0,422,24,Y24,N,N,422, , ,0,0,0,0, ,0, ,0,R,1, ,0,0,0,1,0,0,0,2,0, ,Y,N,10584,2042,0,N,12,G,7,7,12086.82,MM,403,30.325953,-81.666544,Good,Good
503,12,720581,1,3,7,13,0,2,31,35000,WATER ST.,0,SR-13 ACOSTA LEG F,SR-13 NB TO W. BAY ST.,99.99,0,0,72160005,0,30193248,81395926,3,3,1,1,16,1991,2,8,6100,2020,6,12,0,0,1,1,1,1,1,5,N,0,0,A,1,1,4,6,0,0,7,0,12.2,45.1,244.1,0,0,12.2,13.1,99.99,H,5.9,H,3.7,0,7,7,N,N,1,44.5,1,31.8,7,9,6,5,N,7, , ,0,122,24,N,N,N, , , ,0,0,0,0, ,0, ,0,N,1, ,0,0,0,1,0,0,0,2,0, ,Y,N,10584,2042,0,N,12,G,7,7,3197.71,AM,303,30.326539,-81.666194,Good,Good
504,12,720583,1,2,7,17,0,2,31,35000,CSXRR,0,US-17 ACOSTA LEG L,WATER ST.TO RIVERSIDE AVE,6,0.074,0,72050447,0,30193100,81400400,1,3,1,1,16,1991,2,0,8200,2021,6,11.6,0,99,0,1,1,1,1,5,N,0,0,A,5,2,4,6,4,2,3,3,11.6,41.8,217.9,1.5,0,11.6,14.9,5.84,R,7.67,R,5.5,0,7,7,N,N,1,54.4,1,32.7,7,9,7,5,N,8, , ,0,322,24,N,N,N, , , ,0,0,0,0, ,0, ,0,L,1, ,1,0,0,1,0,0,1,2,0, ,Y,N,14227,2043,0,N,12,G,7,7,3246.71,MM,403,30.325561,-81.667528,Good,Good
505,12,720584,1,2,1,17,0,2,31,35000,CSXRR & ACOSTA N. LEG H,0,US-17 ACOSTA LEG K,RIVERSIDE AVE.TO WATER ST,5.74,12.064,0,72050000,0,30193152,81400238,2,3,1,1,16,1991,2,2,8201,2022,6,9.7,0,0,1,1,1,1,N,5,N,0,0,A,5,4,4,2,4,6,7,2,9.8,41.8,276.5,0,1.4,9.9,12.4,5.51,H,5.71,H,8.5,0,7,7,N,N,1,54.4,1,32.7,7,4,7,5,N,8, , ,0,322,24,N,N,N, , , ,0,0,0,0, ,0, ,0,R,1, ,1,0,0,1,0,0,0,2,0, ,Y,N,14229,2042,0,N,12,G,7,7,3428.6,MM,403,30.325444,-81.667433,Good,Good
506,12,720585,1,3,7,13,0,2,31,35000,PEDESTRIAN EVAC. ROUTE,0,SR-13 ACOSTA LEG D,SR-13 SB/PED. EVAC. ROUTE,99.99,0.121,0,72160003,0,30190400,81394300,3,3,1,1,16,1991,1,0,3800,2021,6,8.1,0,0,0,1,1,1,1,5,N,0,0,A,1,3,1,1,0,0,1,0,8.2,9.1,9.4,0,0,8.2,8.8,99.99,N,0,N,0,0,7,7,N,N,1,67.1,1,40.8,7,9,N,5,N,8, , ,0,822,24,N,N,N, , , ,0,0,0,0, ,0, ,0,N,1, ,0,0,0,1,0,0,0,2,0, ,Y,N,6593,2042,0,N,12,G,7,7,82.72,ST,723,30.317778,-81.661944,Good,Good
507,12,720586,1,3,1,115,0,2,31,35000,LITTLE CEDAR CREEK,0,SR-115,0.7 MI. N. OF I-295,99.99,13.435,0,72150000,0,30275298,81422477,3,3,1,1,16,1982,2,0,11000,2021,5,9.7,0,0,0,N,N,N,N,5,0,0,0,A,1,5,3,19,0,0,4,0,10.4,1.7,8.2,0,0,0,0,99.99,N,0,N,0,0,N,N,7,6,2,99.9,2,75.5,6,N,N,5,6,8, , ,0,822,24,N,N,N, , , ,0,0,0,0, ,0, ,0,N,2, ,0,0,0,N,N,N,N,3,0, ,Y,8,19085,2043,0,N,12,F,N,6,79.54,MM,403,30.464589,-81.706872,Fair,N/A
508,12,720587,1,3,1,104,0,2,31,35000,GARDEN CREEK,0,SR-104 (DUNN AVE.),0.8 MI. E. OF I-295,99.99,5.118,0,72018000,0,30261859,81424213,3,3,1,1,16,1985,5,0,20000,2021,2,19.5,0,0,0,N,N,N,N,5,0,0,0,A,1,5,1,19,0,0,2,0,24.7,3,6.4,0,0,0,0,99.99,N,0,N,0,0,N,N,6,6,3,76.4,3,59.1,6,N,N,5,8,8, , ,0,921,24,N,N,N, , , ,0,0,0,0, ,0, ,0,N,2, ,0,0,0,N,N,N,N,8,0, ,Y,8,34700,2043,0,N,12,F,N,6,124.8,ST,723,30.438497,-81.711703,Fair,N/A
509,12,720604,1,1,1,295,0,2,31,35000,BAYMEADOWS RD.,0,I-295 (SR-9A),1.4 MI. S OF GATE PARKWAY,99.99,32.787,1,72002000,0,30125740,81304970,0,3,1,1,11,2000,10,7,46000,2021,5,54.3,3,0,0,1,1,1,1,5,N,0,0,A,1,1,5,2,0,0,1,0,27.1,42.7,42.7,0,0,54.3,55.8,99.99,H,5.15,H,6.5,30.4,7,7,N,N,3,62.7,3,36.9,7,9,7,5,N,8, , ,0,1122,24,N,N,N, , , ,0,0,0,0, ,0, ,1,N,1, ,1,0,2022,1,0,0,0,12,1, ,Y,N,79810,2043,0,N,12,G,7,7,2382.66,MM,303,30.215836,-81.514181,Good,Good
510,12,720605,1,1,1,295,0,2,31,35000,GATE PARKWAY,0,I-295 (SR-9A),I-295 SR-9A/GATE PARKWAY,99.99,30.561,1,72002000,0,30141000,81305200,0,3,1,1,11,1997,10,6,49000,2021,5,36.9,1,2,0,1,1,1,1,5,N,0,0,A,1,1,5,2,0,0,1,0,21.3,42.7,42.7,0,0,39.6,56,99.99,H,5.15,H,5.4,0,7,7,N,N,3,63,3,37.2,7,4,9,5,N,8, , ,0,1121,24,N,N,N, , , ,0,0,0,0, ,0, ,1,N,2, ,1,0,2019,1,0,0,0,12,1, ,Y,N,85015,2043,0,N,12,G,7,7,2391.2,MM,303,30.2359,-81.514397,Good,Good
511,12,720607,1,3,1,202,0,2,31,35000,BELFORT RD.,0,SR-202 WB,SR-202 WB / BELFORT RD.,99.99,1.732,1,72292000,0,30150600,81350400,0,3,1,1,12,1995,2,8,56500,2021,6,20.8,0,0,0,1,1,1,1,5,N,0,0,A,1,1,5,2,0,0,3,0,20.8,36.6,93.6,0,0,20.8,21.7,99.99,H,5,H,5.6,2.4,7,7,N,N,3,33,3,25.5,6,9,7,5,N,8, , ,0,321,24,N,N,N, , , ,0,0,0,0, ,0, ,0,L,1, ,1,0,0,1,0,0,0,7,1, ,Y,N,98028,2043,0,N,12,G,7,7,2031.12,AM,1202,30.251603,-81.584289,Good,Good
512,12,720608,1,3,1,202,0,2,31,35000,BELFORT RD.,0,SR-202 EB,SR-202 EB / BELFORT RD.,99.99,1.732,1,72292000,0,30150500,81350300,0,3,1,1,12,1995,3,8,56500,2021,6,25.5,0,0,0,1,1,1,1,5,N,0,0,A,1,1,5,2,0,0,3,0,20.8,36.6,93.6,0,0,20.8,21.7,99.99,H,4.95,H,5.5,2.1,7,7,N,N,3,33,3,25.5,6,9,7,5,N,8, , ,0,321,24,N,N,N, , , ,0,0,0,0, ,0, ,0,R,1, ,1,0,0,1,0,0,0,7,1, ,Y,N,98028,2043,0,N,12,G,7,7,2031.12,AM,1202,30.251408,-81.584311,Good,Good
513,12,720609,1,1,1,295,0,2,31,35000,MILL DAM BRANCH,0,I-295 (SR-9A),0.1 MI.S.OF GATE PARKWAY,99.99,30.689,1,72002000,0,30140600,81305200,9,3,1,1,11,1997,8,0,92000,2021,6,58.4,1,35,0,N,N,1,1,5,0,0,0,A,1,5,1,19,0,0,4,0,99.9,3.6,19,0,0,0,0,99.99,N,0,N,0,0,N,N,6,6,1,99.9,1,53.7,6,N,N,5,8,8, , ,0,422,24,N,N,N, , , ,0,0,0,0, ,0, ,1,N,2, ,1,0,0,N,N,N,N,12,1, ,Y,8,159620,2043,0,N,12,F,N,6,1109.6,MM,303,30.240403,-81.514486,Fair,N/A
514,12,720610,1,3,1,295,0,2,31,35000,MILL DAM BRANCH,0,I-295 (SR-9A),0.3 MI.N.OF GATE PARKWAY,99.99,30.092,1,72002000,0,30142500,81305200,9,3,1,1,11,1997,8,0,98000,2021,5,28.6,1,4,0,N,N,1,1,5,0,0,0,A,1,5,1,19,0,0,4,0,16.7,3.7,15.8,0,0,0,0,99.99,N,0,N,0,0,N,N,5,7,3,55.2,3,42.5,7,N,N,5,8,8, , ,0,1021,24,N,N,N, , , ,0,0,0,0, ,0, ,1,N,2, ,1,0,0,N,N,N,N,12,1, ,Y,8,170030,2043,0,N,12,G,N,7,451.88,MM,303,30.240414,-81.514097,Good,N/A
515,12,720611,1,5,1,0,0,2,31,35000,MILL DAM BRANCH,0,OZARK DRIVE,50 ft. S of Gate Parkway,99.99,0,0,72000000,0,30140820,81304172,2,3,4,4,17,1997,2,0,501,2022,5,7.9,0,0,0,N,N,0,0,5,0,0,0,A,1,5,1,19,0,0,4,0,7.9,3.7,15.4,0,0,0,0,99.99,N,0,N,0,0,N,N,6,6,3,47.7,3,36.9,6,N,N,5,7,8, , ,0,922,24,N,Y24,N, ,922, ,0,0,0,0, , , ,0,N,2, ,0,0,0,N,N,N,N,5,0, ,Y,5,869,2042,0,N,12,F,N,6,121.66,ST,723,30.235611,-81.511589,Fair,N/A
516,12,720613,1,3,1,202,0,2,31,35000,KERNAN BLVD.,0,SR-202 WB,SR-202 WB / KERNAN BLVD.,99.99,10.087,1,72292000,0,30150850,81295426,0,3,1,1,12,1995,4,6,52000,2021,5,20,0,8,0,1,1,1,1,5,N,0,0,A,1,1,5,2,0,0,2,0,19.4,27.4,54.9,0,0,19.4,20.6,99.99,H,4.75,H,3.5,2.1,7,8,N,N,1,49,1,40.2,7,5,7,5,N,8, , ,0,1121,24,N,N,N, , , ,0,0,0,0, ,0, ,0,L,1, ,1,0,2010,1,0,0,0,7,1, ,Y,N,90220,2043,0,N,12,G,7,7,1130.94,AM,1202,30.252383,-81.498517,Good,Good
517,12,720614,1,3,1,202,0,2,31,35000,KERNAN BLVD.,0,SR-202 EB,SR-202 EB / KERNAN BLVD.,99.99,10.087,1,72292000,0,30150800,81295500,0,3,1,1,12,1995,3,5,52000,2021,6,17.7,0,8,0,1,1,1,1,5,N,0,0,A,1,1,5,2,0,0,2,0,16.8,27.4,54.9,0,0,16.8,20.6,99.99,H,4.77,H,3.5,2.1,7,8,N,N,1,53.9,1,41.5,7,6,7,5,N,8, , ,0,1121,24,N,N,N, , , ,0,0,0,0, ,0, ,0,R,1, ,1,0,2010,1,0,0,0,7,1, ,Y,N,90220,2043,0,N,12,G,7,7,1130.94,AM,1202,30.252206,-81.498572,Good,Good
518,12,720615,1,3,1,152,0,2,31,35000,GOODBYS CREEK,0,SR-152(BAYMEADOWS),0.2 MI.E.OF SAN JOSE BLVD,99.99,0.451,0,72028000,0,30130646,81364364,3,3,1,1,16,1997,4,0,20000,2021,6,20.1,0,0,0,1,1,N,N,5,0,0,0,A,5,5,5,2,0,0,7,0,21.1,14.9,103.8,1.6,1.6,21.1,25.6,99.99,N,0,N,0,0,7,7,7,N,3,39.8,3,30.7,7,9,N,5,8,8, , ,0,321,24,N,Y24,N, ,321, ,0,0,0,0, ,0, ,0,N,2, ,0,0,0,1,0,0,0,2,0, ,Y,5,34700,2043,0,N,12,G,7,7,2657.28,AM,1202,30.218444,-81.612106,Good,Good
519,12,720616,1,1,1,295,0,2,31,35000,SAWMILL SLOUGH,0,I-295 SB,I-295 SB/SAWMILL SLOUGH,99.99,25.402,1,72002000,0,30164266,81311810,2,3,1,1,11,2005,3,2,39250,2021,A,19.8,0,0,0,1,1,1,1,5,0,0,0,A,1,6,5,2,0,0,22,0,16.9,31.7,631.5,0,0,17,18,99.99,H,6.17,H,5,0,7,7,7,N,3,67.3,3,33.3,7,6,9,5,8,8, , ,0,621,24,N,N,N, , , ,0,0,0,0, ,0, ,1,R,1, ,1,0,0,1,0,0,0,12,1,1,Y,5,68099,2043,0,N,12,G,7,7,11367,ST,723,30.278517,-81.521694,Good,Good
520,12,720617,1,1,1,295,0,2,31,35000,SAWMILL SLOUGH,0,I-295 NB,I-295 NB/SAWMILL SLOUGH,99.99,25.402,1,72002000,0,30164272,81311699,2,3,1,1,11,2005,3,2,39250,2021,A,19.5,0,0,1,1,1,1,1,5,0,0,0,A,1,6,5,2,0,0,22,0,16.9,31.7,631.5,0,0,17,18.3,99.99,H,6.32,H,4.8,0,7,7,7,N,3,67.3,3,33.3,7,6,9,5,8,8, , ,0,621,24,N,N,N, , , ,0,0,0,0, ,0, ,1,L,1, ,1,0,0,1,0,0,0,12,1,1,Y,5,68099,2043,0,N,12,G,7,7,11556.45,ST,723,30.278533,-81.521386,Good,Good
521,12,720618,1,1,1,295,0,2,31,35000,UNF ROAD,0,I-295 NB (SR-9A),I-295 NB (SR-9A)/UNF ROAD,99.99,26.852,1,72002000,0,30160685,81311333,0,3,1,1,11,2005,2,6,39250,2021,A,13.4,0,0,0,1,1,1,1,5,N,0,0,A,1,1,5,2,0,0,1,0,13.3,65.5,65.5,0,0,13.4,14.3,99.99,H,5.14,H,13.7,6.4,8,7,N,N,3,43.5,3,33.3,7,9,9,5,N,8, , ,0,921,24,N,N,N, , , ,0,0,0,0, ,0, ,1,R,1, ,1,0,0,1,0,0,0,12,1, ,Y,N,68099,2043,0,N,12,G,7,7,936.65,ST,723,30.268569,-81.520369,Good,Good
522,12,720619,1,1,1,295,0,2,31,35000,UNF ROAD,0,I-295 SB (SR-9A),I-295 SB (SR-9A)/UNF ROAD,99.99,26.852,1,72002000,0,30160676,81311443,0,3,1,1,11,2005,2,6,39250,2021,A,12.2,0,0,0,1,1,1,1,5,N,0,0,A,1,1,5,2,0,0,1,0,13.3,65.5,65.5,0,0,13.4,14.3,99.99,H,5.12,H,13.8,5.3,8,8,N,N,3,43.5,3,33.3,8,9,9,5,N,8, , ,0,921,24,N,N,N, , , ,0,0,0,0, ,0, ,1,L,1, ,1,0,0,1,0,0,0,12,1, ,Y,N,68099,2043,0,N,12,G,7,7,936.65,ST,723,30.268544,-81.520675,Good,Good
523,12,720620,1,3,1,202,0,2,31,35050,SR-A1A,0,SR-202 (JTB),SR-202 / SR-A1A,99.99,20.905,1,72292000,0,30152129,81231807,0,3,1,1,12,1997,2,5,48000,2021,6,20.4,1,3,0,1,1,1,1,5,N,0,0,A,1,1,5,2,0,0,2,0,12.2,29.2,51.5,0,0,20.4,21.9,99.99,H,5.17,H,11.4,1.2,7,7,N,N,3,49.4,3,38.2,7,9,9,5,N,6, , ,0,721,24,N,N,N, , , ,0,0,0,0, ,0, ,0,N,2, ,1,0,0,1,0,0,0,7,1, ,Y,N,83280,2043,0,N,12,G,7,7,1127.85,MM,403,30.255978,-81.388458,Good,Good
524,12,720625,1,3,1,0009B,0,2,31,35000,I-295 NB (SR-9A),0,SR-9B SB,SR-9B OVER I-295 NB,99.99,0.486,1,72002127,0,30104420,81304990,4,3,1,1,12,2011,2,2,28250,2021,A,20.6,0,34,1,1,1,1,1,5,N,0,0,A,1,1,5,2,0,0,1,0,20.6,52.6,52.6,0,0,20.6,21.7,99.99,H,5.46,H,8.2,7,7,8,N,N,3,63.3,3,48.4,7,9,7,5,N,8, , ,0,821,24,N,N,N, , , ,0,0,0,0, ,0, ,0,N,1, ,1,0,2017,1,0,0,0,7,0, ,Y,N,49014,2043,0,N,12,G,7,7,1141.42,ST,723,30.178944,-81.513861,Good,Good
525,12,720627,1,1,1,95,0,2,31,35000,SAN MARCO/PALM/ST J RIV.,0,I-95 (SR-9)NB & SB,I-95/SMARCO/PALM/ST J RIV,5.43,1.679,1,72020000,0,30185024,81394620,6,3,1,1,11,2003,6,6,167000,2021,4,29,3,0,1,1,N,N,N,5,0,0,0,A,1,6,5,2,0,0,16,0,11.7,42.7,652.3,0,0,29,39.3,5.43,H,5.55,H,7.5,0,7,7,8,N,1,54.2,1,32.7,7,7,9,5,8,7, , ,0,821,24,N,Y24,N, ,821, ,0,0,0,0, ,0, ,1,N,2, ,1,0,2017,1,0,0,0,10,1, ,Y,5,289745,2043,0,N,12,G,7,7,25635.39,ST,723,30.313956,-81.662833,Good,Good
526,12,720628,1,1,7,95,0,2,31,35000,ST. JOHNS RIVER,0,I-95 NB ON RAMP,PALM AVE RAMP TO I-95 NB,99.99,0.177,0,72020064,0,30185132,81395427,6,3,1,1,11,2003,1,0,10500,2021,6,8.3,0,0,0,1,N,N,N,5,0,0,0,A,1,5,5,2,0,0,6,0,8.3,41.7,250.2,0,0,8.3,9.4,99.99,N,0,N,0,0,7,8,8,N,1,85.3,1,51.7,7,9,N,5,8,6, , ,0,821,24,N,Y24,N, ,821, ,0,0,0,0, ,0, ,0,N,1, ,1,0,0,1,0,0,0,10,1, ,Y,5,18218,2043,0,N,12,G,7,7,2351.88,ST,723,30.314256,-81.665075,Good,Good
527,12,720629,1,1,1,95,0,2,31,35000,ST. JOHNS RIVER,0,I-95 (SR-9),I-95 OVER ST. JOHNS RIVER,5.49,2.329,1,72020000,0,30185413,81401496,6,3,1,1,11,2003,9,0,167000,2021,6,49.4,3,0,1,1,N,N,N,5,1,0.3,0.3,A,1,5,6,2,5,2,3,13,16.6,76.2,772.1,0,0,40.2,50.3,5.49,N,5.94,N,0,0,7,7,7,N,3,44.7,3,35.6,7,7,N,5,8,8, , ,0,821,24,N,Y24,N, ,821, ,0,0,0,0, ,0, ,1,N,2, ,1,0,2021,1,0,0,0,10,1,2,Y,5,289745,2043,0,N,12,G,7,7,38836.63,ST,723,30.315036,-81.670822,Good,Good
528,12,720630,1,1,1,95,0,2,31,35000,RIVERSIDE AVE/ST J RIVER,0,I-95 (SR-9),I-95 OVER RIVERSIDE AVE.,5.49,3.101,1,72020000,0,30190285,81404104,6,3,1,1,11,2003,7,12,167000,2021,6,50,3,99,1,1,N,N,N,5,0,0,0,A,1,6,5,2,0,0,19,0,20.7,42.7,730,0,0,50,57.2,5.49,H,5.3,H,6.7,0,7,7,8,N,1,62.6,1,37.2,7,9,7,5,8,7, , ,0,821,24,N,N,N, , , ,0,0,0,0, ,0, ,1,N,2, ,1,0,0,1,0,0,0,10,1, ,Y,5,289745,2043,0,N,12,G,7,7,41756,ST,723,30.317458,-81.678067,Good,Good
529,12,720631,1,1,7,95,0,2,31,35000,RIVERSIDE AVE.,0,I-95 NB OFF RAMP,I-95NB RAMP TO PARK ST,99.99,0.016,0,72020067,0,30190165,81403518,6,3,1,1,11,2003,1,4,8600,2021,6,9.4,0,0,0,1,N,N,N,5,N,0,0,A,1,1,5,2,0,0,3,0,9.4,43,129,0,0,9.4,10.5,99.99,H,11.73,H,9.9,0,8,8,N,N,1,85.3,1,51.7,8,9,9,5,N,6, , ,0,821,24,N,N,N, , , ,0,0,0,0, ,0, ,0,N,1, ,1,0,0,1,0,0,0,10,1, ,Y,N,14921,2043,0,N,12,G,8,8,1354.5,ST,723,30.317125,-81.676439,Good,Good
530,12,720632,1,1,7,95,0,2,31,35000,RIVERSIDE AVE/ST J RIVER,0,I-95 SB ON RAMP,PARK ST RAMP TO I-95 SB,99.99,0.229,0,72020066,0,30185854,81403357,6,3,1,1,11,2003,1,5,8100,2021,6,8.5,0,0,0,1,N,N,N,5,0,0,0,A,1,6,5,2,0,0,7,0,7.9,43.6,280.7,0,0,7.9,10.4,99.99,H,7.19,H,6.7,0,7,8,8,N,1,75.3,1,45.4,7,8,7,5,8,6, , ,0,821,24,N,N,N, , , ,0,0,0,0, ,0, ,0,N,1, ,1,0,0,1,0,0,0,10,1, ,Y,5,14054,2043,0,N,12,G,7,7,2919.28,ST,723,30.316261,-81.675992,Good,Good
531,12,720633,1,1,7,95,0,2,31,35000,ST. JOHNS RIVER,0,I-95 SB OFF RAMP,I-95SB RAMP TO PALM AVE.,99.99,0.026,0,72020065,0,30184925,81395502,6,3,1,1,11,2003,2,0,11000,2021,6,7.2,0,0,0,1,N,N,N,5,0,0,0,A,1,5,5,2,0,0,6,0,7.2,44.1,264.4,0,0,7.2,13.1,99.99,N,0,N,0,0,8,7,8,N,1,88.9,1,53.5,7,2,N,5,8,6, , ,0,821,24,N,Y24,N, ,821, ,0,0,0,0, ,0, ,0,N,1, ,1,0,0,1,0,0,0,10,1, ,Y,5,19085,2043,0,N,12,G,8,7,3463.64,ST,723,30.313681,-81.665283,Good,Good
532,12,720634,1,3,7,0115A,0,2,31,35000,I-95 (SR-9),0,SR-115A,SR-115A SB TO I-95 SB,99.99,0.637,0,72040443,0,30115600,81332500,3,3,1,1,12,1997,2,6,10500,2021,6,10.9,0,0,0,1,1,1,1,5,N,0,0,A,1,1,4,2,0,0,3,0,14,56.1,135.2,0,0,14,15,99.99,H,5.53,H,10.7,3.7,7,7,N,N,1,55.5,1,33.3,7,9,6,5,N,6, , ,0,223,24,N,N,N, , , ,0,0,0,0, ,0, ,0,N,1, ,1,0,0,1,0,0,0,3,0, ,Y,N,18218,2043,0,N,12,G,7,7,2028,MM,303,30.201978,-81.551917,Good,Good
533,12,720635,1,3,1,295,0,2,31,35000,I-95 (SR-9),0,I-295/SR-9A NB,SR-9A NB over I-95 (SR-9),5.55,0,1,72001200,0,30095971,81331860,2,3,1,1,11,2005,3,7,20500,2021,6,16.9,0,28,0,1,1,1,1,5,N,0,0,A,6,1,5,6,0,0,7,0,16.8,30.3,180.2,0,0,16.8,17.7,5.55,H,6.71,H,4.9,4.9,7,6,N,N,1,99.9,1,59.4,6,6,6,5,N,8, , ,0,122,24,N,N,N, , , ,0,0,0,0, ,0, ,1,L,1, ,1,0,0,1,0,0,0,12,1, ,Y,N,35568,2043,0,N,12,F,7,6,3189.54,ST,723,30.166586,-81.555167,Fair,Good
534,12,720636,1,3,1,295,0,2,31,35000,I-95 (SR-9),0,I-295/SR-9A SB,SR-9A SB over I-95 (SR-9),5.58,0,1,72001200,0,30095940,81331850,2,3,1,1,11,2005,3,8,20500,2021,6,16.9,0,28,1,1,1,1,1,5,N,0,0,A,6,1,5,6,0,0,7,0,16.8,30.3,180.2,0,0,16.8,17.7,5.58,H,6.52,H,4.9,4.9,7,6,N,N,1,99.9,1,59.4,6,6,6,5,N,8, , ,0,122,24,N,N,N, , , ,0,0,0,0, ,0, ,1,R,1, ,1,0,0,1,0,0,0,12,1, ,Y,N,35568,2043,0,N,12,F,7,6,3189.54,ST,723,30.1665,-81.555139,Fair,Good
535,12,720637,1,1,1,295,0,2,31,35000,JULINGTON CREEK,0,I-295 S.B.,0.2 MILES W. OF I-95,5.78,0.626,1,72001200,0,30100027,81334208,2,3,1,1,11,2005,3,0,20500,2021,6,16.9,0,0,0,1,1,1,1,5,0,0,0,A,1,5,5,2,0,0,15,0,16.7,20,292.8,0,0,16.8,17.7,5.78,N,0,N,0,0,7,7,6,N,1,61.8,1,37,7,6,N,5,8,8, , ,0,422,24,N,N,N, , , ,0,0,0,0, ,0, ,1,R,1, ,1,0,0,1,0,0,0,12,1,1,Y,5,35568,2043,0,N,12,G,7,7,5182.56,ST,723,30.166742,-81.561689,Good,Good
536,12,720638,1,1,1,295,0,2,31,35000,JULINGTON CREEK,0,I-295 N.B.,0.2 MILES W. OF I-95,8.35,0.595,1,72001200,0,30100101,81334201,2,3,1,1,11,2005,2,0,20500,2021,6,16.9,0,0,0,1,1,1,1,5,0,0,0,A,1,5,5,2,0,0,12,0,16.6,19.4,232.8,0,0,16.6,17.7,7.28,N,0,N,0,0,8,7,7,N,1,66.6,1,39.9,7,9,N,5,9,8, , ,0,422,24,N,N,N, , , ,0,0,0,0, ,0, ,1,L,1, ,1,0,0,1,0,0,0,12,1,1,Y,5,35568,2043,0,N,12,G,7,7,4120.56,ST,723,30.166947,-81.561669,Good,Good
537,12,720639,1,1,7,95,0,2,31,35000,I-95 & I-295,0,I-95SB to I-295 NB,I-95 SB/I-295 NB,99.99,0.251,0,72280004, ,30100322,81332013,2,3,1,1,11,2004,1,12,2600,2021,6,6.5,0,99,0,1,1,1,1,5,N,0,0,A,6,1,6,21,0,0,10,0,8,73.5,612.6,0,0,8,9.1,99.99,H,5.18,H,5.9,4.3,7,7,N,N,3,45.7,3,33,7,9,6,5,N,8,38,1,0,122,24,N,N,Y12, , ,123,400,0,400,2015, ,0, ,3,N,1, ,1,0,0,1,0,0,0,13,1,1,Y,N,4511,2043,0,N,12,G,7,7,5574.66,ST,723,30.167561,-81.555592,Good,Good
538,12,720640,1,1,7,95,0,2,31,35000,I-95 & I-295,0,I-95NB TO I-295NB,I-95 NB TO I-295NB,5.39,0.497,0,72001101,0,30100175,81332024,2,3,1,1,11,2005,1,14,17000,2021,6,12.1,0,99,0,1,1,1,1,5,N,0,0,A,7,1,6,21,0,0,13,0,12.4,75.6,783.3,0,0,12.4,13,5.39,H,5.21,H,4.9,6,7,8,N,N,3,36.3,3,23.5,5,9,6,5,N,7, , ,0,122,24,N,N,Y12, , ,123,0,0,0,0, ,0, ,1,N,1, ,1,0,0,1,0,0,0,13,1, ,Y,N,29495,2043,0,N,12,G,7,7,10182.9,ST,723,30.167153,-81.555622,Good,Good
